title,playcount,date,devices,traffic,content
Tokyo 2020: Paralympics Live,3,2021-08-29,Desktop,Referrer sites,IH000403364
Tokyo 2020: Paralympics Live,3,2021-08-30,Desktop,Direct traffic,AQ000237090
Tokyo 2020: Paralympics Live,3,2021-08-30,Desktop,Direct traffic,AQ000250214
Tokyo 2020: Paralympics Live,3,2021-08-30,Desktop,Referrer sites,IH000403365
Tokyo 2020: Paralympics Live,3,2021-08-30,Desktop,Referrer sites,IH000403365
Tokyo 2020: Paralympics Live,3,2021-08-31,Desktop,Search engines,AQ000270027
Tokyo 2020: Paralympics Live,3,2021-09-02,Smartphone,Search engines,IH000403368
Tokyo 2020: Paralympics Live,3,2021-09-02,Desktop,Direct traffic,AQ000270029
Tokyo 2020: Paralympics Live,3,2021-09-03,Desktop,Direct traffic,IP000064868
Tokyo 2020: Paralympics Live,3,2021-09-04,Undefined,-,IH000403370
Tokyo 2020: Paralympics Live,3,2021-09-04,Smartphone,Direct traffic,AQ000268876
Tokyo 2020: Paralympics Live,3,2021-09-04,Smartphone,Search engines,AQ000256752
Tokyo 2020: Paralympics Live,3,2021-09-05,Undefined,-,IH000403371
Tokyo 2020: Today At The Paralympics,3,2021-08-25,Tablet,Search engines,IH000403374
Tokyo 2020: Today At The Paralympics,3,2021-08-26,Undefined,-,IH000403375
Tokyo 2020: Today At The Paralympics,3,2021-08-26,Tablet,Search engines,IH000403375
Tokyo 2020: Today At The Paralympics,3,2021-08-26,Desktop,Search engines,AQ000270681
Tokyo 2020: Today At The Paralympics,3,2021-08-28,Smartphone,Twitter,IH000403377
Tokyo 2020: Today At The Paralympics,3,2021-08-29,Undefined,-,IH000402867
Tokyo 2020: Today At The Paralympics,3,2021-08-29,Smartphone,Search engines,IH000402867
Tokyo 2020: Today At The Paralympics,3,2021-08-29,Tablet,Search engines,IH000403378
Tokyo 2020: Today At The Paralympics,3,2021-09-03,Desktop,Search engines,AQ000266605
Tokyo 2020: Today At The Paralympics,3,2021-09-04,Tablet,Search engines,IH000403384
Tokyo 2020: Swimming,3,2021-08-27,Undefined,-,PI000017078
Tokyo 2020: Swimming,3,2021-08-28,Undefined,-,PI000017081
Tokyo 2020: Swimming,3,2021-08-28,Desktop,Search engines,PI000017078
Tokyo 2020: Swimming,3,2021-08-29,Undefined,-,PI000017095
Tokyo 2020: Swimming,3,2021-08-30,Desktop,Search engines,PI000017095
Tokyo 2020: Swimming,3,2021-09-02,Tablet,Direct traffic,PI000017117
Tokyo 2020: Table Tennis,3,2021-08-27,Smartphone,Search engines,PI000017078
Tokyo 2020: Table Tennis,3,2021-08-27,Desktop,Search engines,PI000017071
Tokyo 2020: Table Tennis,3,2021-08-28,Desktop,Direct traffic,PI000017078
Tokyo 2020: Table Tennis,3,2021-08-28,Desktop,Search engines,PI000017078
Tokyo 2020: Table Tennis,3,2021-09-02,Tablet,Direct traffic,PI000017117
Tokyo 2020: Table Tennis,3,2021-09-02,Tablet,Direct traffic,PI000017119
Tokyo 2020: Goalball,3,2021-08-24,Smartphone,Search engines,PI000017061
Tokyo 2020: Goalball,3,2021-08-28,Smartphone,Search engines,PI000017083
Tokyo 2020: Goalball,3,2021-08-29,Tablet,Direct traffic,PI000017091
Tokyo 2020: Goalball,3,2021-09-01,Tablet,Direct traffic,PI000017114
Tokyo 2020: Cycling - Track,3,2021-08-25,Undefined,-,PI000017065
Tokyo 2020: Equestrian,3,2021-08-26,Undefined,-,PI000017071
Tokyo 2020: Equestrian,3,2021-08-27,Tablet,Search engines,PI000017080
Tokyo 2020: Today At The Paralympics E3,3,2021-08-26,Smartphone,Direct traffic,IH000403375
Tokyo 2020: Athletics,3,2021-08-30,Undefined,-,PI000017157
Tokyo 2020: Athletics,3,2021-09-01,Tablet,Search engines,PI000017114
Tokyo 2020: Athletics,3,2021-09-03,Desktop,Direct traffic,PI000017168
Tokyo 2020: Athletics,3,2021-09-04,Tablet,Search engines,PI000017179
Tokyo 2020: Paralympics Live E4,3,2021-08-27,Smartphone,Direct traffic,IH000403362
Tokyo 2020: Today At The Paralympics E4,3,2021-08-27,Desktop,Search engines,IH000403376
Tokyo 2020: Triathlon,3,2021-08-28,Desktop,Search engines,PI000017080
Tokyo 2020: Wheelchair Basketball,3,2021-08-30,Smartphone,Direct traffic,PI000017099
Tokyo 2020: Wheelchair Basketball,3,2021-08-30,Smartphone,Search engines,PI000017102
Tokyo 2020: Wheelchair Basketball,3,2021-08-30,Desktop,Search engines,PI000017099
Tokyo 2020: Wheelchair Basketball,3,2021-09-01,Tablet,Direct traffic,PI000017113
Tokyo 2020: Wheelchair Basketball,3,2021-09-04,Undefined,-,PI000017119
Tokyo 2020: Wheelchair Basketball,3,2021-09-04,Tablet,Direct traffic,PI000017119
Tokyo 2020: Paralympics Live E5,3,2021-08-28,Smartphone,Direct traffic,IH000403363
Tokyo 2020: Paralympics Live E5,3,2021-08-28,Desktop,Search engines,IH000403363
Tokyo 2020: Wheelchair Rugby,3,2021-08-29,Undefined,-,PI000017088
Tokyo 2020: Football 5-a-side,3,2021-08-28,Smartphone,Search engines,PI000017085
Tokyo 2020: Highlights,3,2021-08-29,Undefined,-,PI000017088
Tokyo 2020: Cycling - Road,3,2021-08-31,Desktop,Direct traffic,PI000017098
Tokyo 2020: Cycling - Road,3,2021-09-02,Undefined,-,PI000017116
Tokyo 2020: Swimming Finals,3,2021-08-31,Smartphone,Search engines,PI000017158
Tokyo 2020: Paralympics Live E8,3,2021-08-31,Desktop,Search engines,IH000403366
Tokyo 2020: Paralympics Live E9,3,2021-09-01,Smartphone,Direct traffic,IH000403367
Tokyo 2020: Today At The Paralympics E9,3,2021-09-01,Tablet,Search engines,IH000403381
Tokyo 2020: Today At The Paralympics E9,3,2021-09-01,Smart TV,Direct traffic,IH000403381
Tokyo 2020: Canoe,3,2021-09-02,Undefined,-,PI000017161
Tokyo 2020: Shooting,3,2021-09-03,Undefined,-,PI000017120
Tokyo 2020: Shooting,3,2021-09-03,Tablet,Direct traffic,PI000017120
Tokyo 2020: Paralympics Live E10,3,2021-09-02,Smartphone,Direct traffic,IH000403368
Tokyo 2020: Canoe Sprint,3,2021-09-03,Undefined,-,PI000017125
Tokyo 2020: 5-A-Side Football,3,2021-09-04,Smartphone,Direct traffic,PI000017177
Tokyo 2020: Paralympics Live E12,3,2021-09-04,Desktop,Search engines,IH000403370
Tokyo 2020: Today At The Paralympics E12,3,2021-09-04,Tablet,Search engines,IH000403384
Tokyo 2020: Today At The Paralympics E12,3,2021-09-05,Desktop,Direct traffic,IH000403384
Tokyo 2020: Closing Ceremony,3,2021-09-04,Undefined,-,PI000017179
Tokyo 2020: Paralympics Live E13,3,2021-09-05,Desktop,Direct traffic,IH000403371
Tokyo 2020,2,2021-08-30,Desktop,Direct traffic,PI000017100
Tokyo 2020,2,2021-08-31,Undefined,-,PI000017158
Tokyo 2020,2,2021-08-31,Undefined,-,PI000017107
Tokyo 2020,2,2021-08-31,Smartphone,Direct traffic,PI000017102
Tokyo 2020,2,2021-09-02,Tablet,Search engines,PI000017119
Tokyo 2020,2,2021-09-04,Smartphone,Search engines,PI000017179
Tokyo 2020: Paralympics Live,2,2021-08-24,Smart TV,Search engines,IH000403359
Tokyo 2020: Paralympics Live,2,2021-08-24,Desktop,Direct traffic,AQ000237086
Tokyo 2020: Paralympics Live,2,,Undefined,-,-
Tokyo 2020: Paralympics Live,2,2021-08-25,Desktop,Direct traffic,AQ000268871
Tokyo 2020: Paralympics Live,2,2021-08-25,Desktop,Search engines,AQ000271859
Tokyo 2020: Paralympics Live,2,2021-08-26,Undefined,-,AQ000237892
Tokyo 2020: Paralympics Live,2,2021-08-26,Smartphone,Direct traffic,AQ000234814
Tokyo 2020: Paralympics Live,2,2021-08-26,Console,Direct traffic,IH000403361
Tokyo 2020: Paralympics Live,2,2021-08-26,Desktop,Facebook network,IH000403361
Tokyo 2020: Paralympics Live,2,2021-08-27,Tablet,Search engines,IH000403362
Tokyo 2020: Paralympics Live,2,2021-08-27,Desktop,Referrer sites,IH000403362
Tokyo 2020: Paralympics Live,2,2021-08-28,Smartphone,Referrer sites,IH000403363
Tokyo 2020: Paralympics Live,2,2021-08-28,Desktop,Direct traffic,AQ000268871
Tokyo 2020: Paralympics Live,2,2021-08-28,Desktop,Direct traffic,AQ000268872
Tokyo 2020: Paralympics Live,2,2021-08-28,Desktop,Search engines,AQ000268871
Tokyo 2020: Paralympics Live,2,2021-08-28,Desktop,Search engines,IH000403271
Tokyo 2020: Paralympics Live,2,2021-08-29,Smartphone,Referrer sites,IH000403364
Tokyo 2020: Paralympics Live,2,2021-08-29,Console,Direct traffic,IH000403364
Tokyo 2020: Paralympics Live,2,2021-08-30,Tablet,Search engines,IH000403365
Tokyo 2020: Paralympics Live,2,2021-08-30,Desktop,Direct traffic,AQ000270026
Tokyo 2020: Paralympics Live,2,2021-08-31,Undefined,-,IP000064865
Tokyo 2020: Paralympics Live,2,2021-09-01,Tablet,Search engines,IH000403367
Tokyo 2020: Paralympics Live,2,2021-09-01,Desktop,Facebook network,IH000403367
Tokyo 2020: Paralympics Live,2,2021-09-01,Desktop,Search engines,IP000064866
Tokyo 2020: Paralympics Live,2,2021-09-03,Smartphone,Search engines,IH000403369
Tokyo 2020: Paralympics Live,2,2021-09-03,Desktop,Direct traffic,AQ000272102
Tokyo 2020: Paralympics Live,2,2021-09-04,Tablet,Search engines,IH000403370
Tokyo 2020: Paralympics Live,2,2021-09-04,Desktop,Direct traffic,AQ000268876
Tokyo 2020: Paralympics Live,2,2021-09-05,Smartphone,Search engines,IH000403371
Tokyo 2020: Paralympics Live,2,2021-09-05,Desktop,Direct traffic,AQ000269409
Tokyo 2020: Paralympics Live E1,2,2021-08-24,Smartphone,Search engines,IH000403359
Tokyo 2020: Today At The Paralympics,2,2021-08-24,Undefined,-,IH000403373
Tokyo 2020: Today At The Paralympics,2,2021-08-25,Console,Direct traffic,IH000403374
Tokyo 2020: Today At The Paralympics,2,2021-08-25,Desktop,Direct traffic,IP000066282
Tokyo 2020: Today At The Paralympics,2,2021-08-26,Smartphone,Direct traffic,IH000403374
Tokyo 2020: Today At The Paralympics,2,2021-08-26,Desktop,Direct traffic,AQ000270681
Tokyo 2020: Today At The Paralympics,2,2021-08-27,Tablet,Search engines,IH000403376
Tokyo 2020: Today At The Paralympics,2,2021-08-27,Tablet,Search engines,IH000403376
Tokyo 2020: Today At The Paralympics,2,2021-08-27,Desktop,Direct traffic,AQ000264950
Tokyo 2020: Today At The Paralympics,2,2021-08-27,Desktop,Search engines,AQ000264950
Tokyo 2020: Today At The Paralympics,2,2021-08-28,Desktop,Search engines,AQ000240772
Tokyo 2020: Today At The Paralympics,2,2021-08-28,Desktop,Referrer sites,IH000403377
Tokyo 2020: Today At The Paralympics,2,2021-08-29,Smart TV,Direct traffic,IH000403378
Tokyo 2020: Today At The Paralympics,2,2021-08-29,Desktop,Direct traffic,IH000403377
Tokyo 2020: Today At The Paralympics,2,2021-08-29,Desktop,Referrer sites,IH000403378
Tokyo 2020: Today At The Paralympics,2,2021-08-31,Smartphone,Search engines,IH000403380
Tokyo 2020: Today At The Paralympics,2,2021-08-31,Desktop,Direct traffic,AQ000266128
Tokyo 2020: Today At The Paralympics,2,2021-09-01,Smartphone,Search engines,AQ000270176
Tokyo 2020: Today At The Paralympics,2,2021-09-01,Smartphone,Search engines,IH000403381
Tokyo 2020: Today At The Paralympics,2,2021-09-01,Smartphone,Referrer sites,IH000403381
Tokyo 2020: Today At The Paralympics,2,2021-09-02,Undefined,-,IH000403382
Tokyo 2020: Today At The Paralympics,2,2021-09-02,Smartphone,Search engines,AQ000268346
Tokyo 2020: Today At The Paralympics,2,2021-09-02,Tablet,Direct traffic,IH000403381
Tokyo 2020: Today At The Paralympics,2,2021-09-02,Desktop,Referrer sites,IH000403382
Tokyo 2020: Today At The Paralympics,2,2021-09-05,Smartphone,Search engines,IH000403385
Tokyo 2020: Today At The Paralympics,2,2021-09-05,Desktop,News feed,IP000067437
Tokyo 2020: Today At The Paralympics,2,2021-09-05,Desktop,Direct traffic,AQ000271990
Tokyo 2020: Today At The Paralympics E1,2,2021-08-24,Desktop,Search engines,IH000403373
Tokyo 2020: Swimming,2,2021-08-25,Undefined,-,PI000017064
Tokyo 2020: Swimming,2,2021-08-25,Desktop,Direct traffic,AQ000270337
Tokyo 2020: Swimming,2,2021-08-28,Smartphone,Direct traffic,PI000017151
Tokyo 2020: Swimming,2,2021-08-28,Tablet,Search engines,PI000017085
Tokyo 2020: Swimming,2,2021-08-28,Desktop,Direct traffic,PI000017151
Tokyo 2020: Swimming,2,2021-08-29,Tablet,Search engines,PI000017088
Tokyo 2020: Swimming,2,2021-08-29,Tablet,Search engines,PI000017091
Tokyo 2020: Swimming,2,2021-08-30,Tablet,Direct traffic,PI000017102
Tokyo 2020: Swimming,2,2021-09-02,Smartphone,Search engines,PI000017117
Tokyo 2020: Swimming,2,2021-09-02,Desktop,Direct traffic,PI000017108
Tokyo 2020: Table Tennis,2,2021-08-25,Smartphone,Direct traffic,PI000017062
Tokyo 2020: Table Tennis,2,2021-08-25,Smartphone,Search engines,PI000017068
Tokyo 2020: Table Tennis,2,2021-08-26,Undefined,-,PI000017071
Tokyo 2020: Table Tennis,2,2021-08-26,Tablet,Direct traffic,PI000017078
Tokyo 2020: Table Tennis,2,2021-08-30,Undefined,-,PI000017099
Tokyo 2020: Table Tennis,2,2021-08-31,Smartphone,Search engines,PI000017105
Tokyo 2020: Table Tennis,2,2021-09-02,Undefined,-,PI000017119
Tokyo 2020: Table Tennis,2,2021-09-02,Smartphone,Search engines,PI000017117
Tokyo 2020: Table Tennis,2,2021-09-02,Desktop,Referrer sites,PI000017108
Tokyo 2020: Table Tennis,2,2021-09-03,Desktop,Direct traffic,PI000017119
Tokyo 2020: Goalball,2,2021-08-29,Smartphone,Search engines,PI000017091
Tokyo 2020: Goalball,2,2021-09-03,Tablet,Direct traffic,PI000017123
Tokyo 2020: Nicole Turner comes home 8th in Paralympic final,2,2021-08-25,Undefined,-,xKmPX6oSTg_d
Tokyo 2020: Róisín Ní Riain finishes 8th in S13 100m butterfly final,2,2021-08-25,Smartphone,UTM tracking,VHxwkgQpsV6y
Tokyo 2020: Cycling,2,2021-08-27,Smartphone,Direct traffic,PI000017083
Tokyo 2020: Cycling,2,2021-08-27,Desktop,Direct traffic,PI000017083
Tokyo 2020: Cycling,2,2021-08-28,Smart TV,Search engines,PI000017083
Tokyo 2020: Equestrian,2,2021-08-26,Smartphone,Referrer sites,PI000017072
Tokyo 2020: Equestrian,2,2021-08-26,Smart TV,Direct traffic,PI000017072
Tokyo 2020: Equestrian,2,2021-08-26,Desktop,Referrer sites,PI000017072
Tokyo 2020: Equestrian,2,2021-08-28,Desktop,Search engines,PI000017080
Tokyo 2020: Equestrian,2,2021-08-30,Undefined,-,PI000017100
Tokyo 2020: Equestrian,2,2021-08-30,Smartphone,Search engines,PI000017100
Tokyo 2020: Athletics,2,2021-08-27,Smartphone,Facebook network,PI000017074
Tokyo 2020: Athletics,2,2021-08-27,Desktop,Direct traffic,AQ000248376
Tokyo 2020: Athletics,2,2021-08-26,Desktop,Direct traffic,PI000017074
Tokyo 2020: Athletics,2,2021-08-28,Undefined,-,PI000017081
Tokyo 2020: Athletics,2,2021-08-28,Smart TV,Direct traffic,PI000017085
Tokyo 2020: Athletics,2,2021-08-28,Desktop,Search engines,PI000017148
Tokyo 2020: Athletics,2,2021-08-29,Smartphone,Direct traffic,PI000017095
Tokyo 2020: Athletics,2,2021-08-29,Smart TV,Direct traffic,PI000017088
Tokyo 2020: Athletics,2,2021-08-29,Desktop,Direct traffic,PI000017085
Tokyo 2020: Athletics,2,2021-08-29,Desktop,Search engines,PI000017085
Tokyo 2020: Athletics,2,2021-08-31,Desktop,Search engines,PI000017098
Tokyo 2020: Athletics,2,2021-09-01,Undefined,-,PI000017114
Tokyo 2020: Athletics,2,2021-09-01,Tablet,Search engines,PI000017159
Tokyo 2020: Athletics,2,2021-09-01,Desktop,Search engines,PI000017159
Tokyo 2020: Athletics,2,2021-09-02,Tablet,Direct traffic,PI000017116
Tokyo 2020: Athletics,2,2021-09-03,Smartphone,Facebook network,PI000017122
Tokyo 2020: Athletics,2,2021-09-04,Undefined,-,PI000017127
Tokyo 2020: Athletics,2,2021-09-04,Smartphone,Search engines,PI000017178
Tokyo 2020: Triathlon,2,2021-08-28,Tablet,Direct traffic,PI000017080
Tokyo 2020: Triathlon,2,2021-08-28,Desktop,Direct traffic,PI000017080
Tokyo 2020: Wheelchair Basketball,2,2021-08-28,Smartphone,Search engines,PI000017081
Tokyo 2020: Wheelchair Basketball,2,2021-08-31,Undefined,-,PI000017102
Tokyo 2020: Wheelchair Basketball,2,2021-08-31,Undefined,-,PI000017107
Tokyo 2020: Wheelchair Basketball,2,2021-09-02,Tablet,Direct traffic,PI000017119
Tokyo 2020: Wheelchair Basketball,2,2021-09-03,Desktop,Referrer sites,PI000017123
Tokyo 2020: Wheelchair Basketball,2,2021-09-05,Undefined,-,PI000017136
Tokyo 2020: Today At The Paralympics E5,2,2021-08-28,Undefined,-,IH000403377
Tokyo 2020: Today At The Paralympics E5,2,2021-08-28,Smart TV,Direct traffic,IH000403377
Tokyo 2020: Today At The Paralympics E5,2,2021-08-28,Desktop,Search engines,IH000403377
Tokyo 2020: Wheelchair Rugby,2,2021-08-29,Smartphone,Search engines,PI000017088
Tokyo 2020: Paralympics Live E6,2,2021-08-29,Smartphone,Direct traffic,IH000403364
Tokyo 2020: Highlights,2,2021-08-29,Desktop,Direct traffic,PI000017088
Tokyo 2020: Highlights,2,2021-08-30,Desktop,Search engines,PI000017158
Tokyo 2020: Today At The Paralympics E6,2,2021-08-29,Undefined,-,IH000403378
Tokyo 2020: Today At The Paralympics E6,2,2021-08-29,Smartphone,Direct traffic,IH000403378
Tokyo 2020: Today At The Paralympics E6,2,2021-08-29,Tablet,Direct traffic,IH000403378
Tokyo 2020: Boccia,2,2021-08-30,Undefined,-,PI000017100
Tokyo 2020: Paralympics Live E7,2,2021-08-30,Smartphone,Direct traffic,IH000403365
Tokyo 2020: Paralympics Live E7,2,2021-08-30,Tablet,Direct traffic,IH000403365
Tokyo 2020: Cycling - Road,2,2021-09-01,Desktop,Referrer sites,PI000017110
Tokyo 2020: Cycling - Road,2,2021-09-03,Tablet,Search engines,PI000017122
Tokyo 2020: Sitting Volleyball,2,2021-09-04,Undefined,-,PI000017127
Tokyo 2020: Sitting Volleyball,2,2021-09-04,Tablet,Search engines,PI000017127
Tokyo 2020: Swimming Finals,2,2021-08-31,Undefined,-,PI000017158
Tokyo 2020: Paralympics Live E9,2,2021-09-01,Desktop,Search engines,IH000403367
Tokyo 2020: Today At The Paralympics E9,2,2021-09-01,Tablet,Direct traffic,IH000403381
Tokyo 2020: Today At The Paralympics E9,2,2021-09-02,Desktop,Direct traffic,IH000403381
Tokyo 2020: Canoe,2,2021-09-03,Undefined,-,PI000017123
Tokyo 2020: Shooting,2,2021-09-03,Smartphone,Search engines,PI000017120
Tokyo 2020: 5-A-Side Football,2,2021-09-04,Desktop,Direct traffic,PI000017177
Tokyo 2020: Paralympics Live E12,2,2021-09-04,Smartphone,Direct traffic,IH000403370
Tokyo 2020: Today At The Paralympics E12,2,2021-09-04,Smart TV,Direct traffic,IH000403384
Tokyo 2020: Today At The Paralympics E12,2,2021-09-04,Desktop,Referrer sites,IH000403384
Tokyo 2020: Through the Night,1,2021-08-05,Tablet,Direct traffic,IH000403321
Tokyo 2020: Through the Night,1,2021-08-07,Undefined,-,IH000403326
Tokyo 2020: Through the Night,1,2021-08-07,Tablet,Direct traffic,IH000403326
Tokyo 2020: Through the Night,1,2021-08-08,Undefined,-,IH000403327
Tokyo 2020: Daytime,1,2021-07-31,Tablet,Direct traffic,IH000403286
Tokyo 2020: Daytime,1,2021-08-01,Undefined,-,IH000403287
Tokyo 2020: Daytime,1,2021-08-05,Undefined,-,IH000403291
Tokyo 2020: Daytime,1,2021-08-07,Tablet,Direct traffic,IH000403293
Tokyo 2020: Today at the Games,1,2021-07-27,Undefined,-,IH000403332
Tokyo 2020: Aoife Casey and Margaret Cremen on reaching the semi-finals,1,2021-07-25,Smartphone,Direct traffic,di5ulcHan5Ih
Tokyo 2020,1,2021-08-28,Smartphone,Direct traffic,PI000017085
Tokyo 2020,1,2021-08-29,Undefined,-,PI000017087
Tokyo 2020,1,2021-08-29,Smartphone,Direct traffic,PI000017088
Tokyo 2020,1,2021-08-29,Tablet,Direct traffic,PI000017087
Tokyo 2020,1,2021-08-30,Smartphone,Direct traffic,PI000017100
Tokyo 2020,1,2021-08-30,Smartphone,Direct traffic,PI000017098
Tokyo 2020,1,2021-08-30,Smartphone,Search engines,PI000017102
Tokyo 2020,1,2021-08-30,Desktop,Search engines,PI000017158
Tokyo 2020,1,2021-08-31,Desktop,Direct traffic,PI000017102
Tokyo 2020,1,2021-08-31,Desktop,Search engines,PI000017102
Tokyo 2020,1,2021-09-01,Smartphone,Search engines,PI000017113
Tokyo 2020,1,2021-09-01,Desktop,Direct traffic,PI000017110
Tokyo 2020,1,2021-09-02,Undefined,,PI000017119
Tokyo 2020,1,2021-09-02,Desktop,Direct traffic,PI000017113
Tokyo 2020: Athletics,1,2021-08-30,Smartphone,Referrer sites,PI000017098
Tokyo 2020: Athletics,1,2021-08-30,Desktop,Direct traffic,PI000017099
Tokyo 2020: Athletics,1,2021-08-31,Undefined,,PI000017158
Tokyo 2020: Athletics,1,2021-08-31,Tablet,Direct traffic,PI000017158
Tokyo 2020: Athletics,1,2021-08-31,Desktop,Direct traffic,PI000017098
Tokyo 2020: Athletics,1,2021-08-31,Desktop,Direct traffic,PI000017102
Tokyo 2020: Athletics,1,2021-08-31,Desktop,Direct traffic,PI000017114
Tokyo 2020: Athletics,1,2021-08-31,Desktop,Search engines,IH000403366
Tokyo 2020: Athletics,1,2021-08-31,Desktop,Search engines,PI000017114
Tokyo 2020: Athletics,1,2021-09-01,Desktop,Search engines,PI000017107
Tokyo 2020: Athletics,1,2021-09-01,Desktop,Referrer sites,PI000017159
Tokyo 2020: Athletics,1,2021-09-02,Smartphone,Referrer sites,PI000017108
Tokyo 2020: Athletics,1,2021-09-03,Undefined,,PI000017120
Tokyo 2020: Athletics,1,2021-09-03,Smartphone,Search engines,PI000017122
Tokyo 2020: Athletics,1,2021-09-03,Smart TV,Search engines,PI000017122
Tokyo 2020: Athletics,1,2021-09-03,Desktop,Facebook network,PI000017122
Tokyo 2020: Athletics,1,2021-09-04,Smartphone,Twitter,PI000017179
Tokyo 2020: Athletics,1,2021-09-04,Smartphone,Referrer sites,PI000017179
Tokyo 2020: Athletics,1,2021-09-04,Smart TV,Direct traffic,PI000017179
Tokyo 2020: Athletics,1,2021-09-04,Smart TV,Search engines,PI000017179
Tokyo 2020: Athletics,1,2021-09-04,Desktop,Other networks,PI000017179
Tokyo 2020: Athletics,1,2021-09-04,Desktop,Search engines,PI000017125
Tokyo 2020: Athletics,1,2021-09-05,Desktop,Search engines,PI000017179
Tokyo 2020: Judo,1,2021-08-27,Undefined,,PI000017074
Tokyo 2020: Judo,1,2021-08-27,Desktop,Direct traffic,PI000017076
Tokyo 2020: Paralympics Live E4,1,2021-08-27,Undefined,,IH000403362
Tokyo 2020: Paralympics Live E4,1,2021-08-27,Tablet,Direct traffic,IH000403362
Tokyo 2020: Paralympics Live E4,1,2021-08-27,Desktop,Search engines,AQ000271200
Tokyo 2020: Triathlon,1,2021-08-27,Desktop,Search engines,IH000399349
Tokyo 2020: Triathlon,1,,Smart TV,Direct traffic,-
Tokyo 2020: Wheelchair Basketball,1,2021-08-28,Smart TV,Search engines,PI000017081
Tokyo 2020: Wheelchair Basketball,1,2021-08-30,Undefined,,PI000017099
Tokyo 2020: Wheelchair Basketball,1,2021-08-30,Undefined,,PI000017102
Tokyo 2020: Wheelchair Basketball,1,2021-08-30,Tablet,Direct traffic,PI000017099
Tokyo 2020: Wheelchair Basketball,1,2021-09-01,Smartphone,Direct traffic,PI000017107
Tokyo 2020: Wheelchair Basketball,1,2021-09-01,Smartphone,Search engines,PI000017113
Tokyo 2020: Wheelchair Basketball,1,2021-09-02,Desktop,Direct traffic,PI000017113
Tokyo 2020: Wheelchair Basketball,1,2021-09-02,Desktop,Search engines,PI000017123
Tokyo 2020: Wheelchair Basketball,1,2021-09-03,Smartphone,Search engines,PI000017123
Tokyo 2020: Wheelchair Basketball,1,2021-09-04,Smartphone,Search engines,PI000017136
Tokyo 2020: Wheelchair Basketball,1,2021-09-04,Tablet,Search engines,PI000017119
Tokyo 2020: Wheelchair Basketball,1,2021-09-04,Desktop,Direct traffic,PI000017136
Tokyo 2020: Wheelchair Basketball,1,2021-09-04,Desktop,Search engines,IH000403370
Tokyo 2020: Paralympics Live E5,1,2021-08-28,Smartphone,Search engines,IH000403363
Tokyo 2020: Today At The Paralympics E5,1,2021-08-28,Smartphone,Search engines,IH000403377
Tokyo 2020: Wheelchair Rugby,1,,Smart TV,Direct traffic,-
Tokyo 2020: Football 5-a-side,1,2021-08-29,Smartphone,Direct traffic,PI000017085
Tokyo 2020: Football 5-a-side,1,2021-08-29,Desktop,Direct traffic,PI000017092
Tokyo 2020: Wheelchair Tennis,1,2021-08-29,Desktop,Search engines,PI000017092
Tokyo 2020: Wheelchair Tennis,1,2021-09-04,Tablet,Search engines,PI000017130
Tokyo 2020: Wheelchair Tennis,1,2021-09-04,Smart TV,Direct traffic,PI000017130
Tokyo 2020: Highlights,1,2021-08-29,Undefined,,PI000017095
Tokyo 2020: Highlights,1,2021-08-29,Smartphone,Search engines,PI000017095
Tokyo 2020: Highlights,1,2021-08-31,Tablet,Direct traffic,PI000017158
Tokyo 2020: Highlights,1,2021-09-04,Desktop,Referrer sites,PI000017127
Tokyo 2020: Highlights,1,2021-09-05,Desktop,Search engines,NN000052956
Tokyo 2020: Today At The Paralympics E6,1,2021-08-29,Smart TV,Direct traffic,IH000403378
Tokyo 2020: Today At The Paralympics E6,1,2021-08-30,Desktop,Direct traffic,IH000403378
Tokyo 2020: Boccia,1,2021-08-30,Smartphone,Search engines,PI000017100
Tokyo 2020: Paralympics Live E7,1,2021-08-30,Undefined,Direct traffic,IH000403365
Tokyo 2020: Paralympics Live E7,1,2021-08-30,Smartphone,Search engines,IH000403365
Tokyo 2020: Paralympics Live E7,1,2021-08-30,Desktop,Search engines,PI000017099
Tokyo 2020: Cycling - Road,1,2021-08-31,Smartphone,Direct traffic,PI000017098
Tokyo 2020: Cycling - Road,1,2021-08-31,Tablet,Direct traffic,PI000017110
Tokyo 2020: Cycling - Road,1,2021-08-31,Desktop,Direct traffic,PI000017158
Tokyo 2020: Cycling - Road,1,2021-08-31,Desktop,Direct traffic,IH000403366
Tokyo 2020: Cycling - Road,1,2021-09-01,Smartphone,Search engines,PI000017159
Tokyo 2020: Cycling - Road,1,2021-09-01,Tablet,Search engines,PI000017110
Tokyo 2020: Cycling - Road,1,2021-09-01,Desktop,Direct traffic,PI000017116
Tokyo 2020: Cycling - Road,1,2021-09-02,Desktop,Search engines,PI000017108
Tokyo 2020: Cycling - Road,1,2021-09-03,Desktop,Search engines,PI000017120
Tokyo 2020: Cycling - Road,1,2021-09-03,Desktop,Search engines,PI000017123
Tokyo 2020: Cycling - Road,1,2021-09-03,Desktop,Referrer sites,PI000017122
Tokyo 2020: Sitting Volleyball,1,2021-08-31,Undefined,,PI000017158
Tokyo 2020: Sitting Volleyball,1,2021-08-31,Tablet,Direct traffic,PI000017158
Tokyo 2020: Sitting Volleyball,1,2021-09-04,Smartphone,Search engines,PI000017130
Tokyo 2020: Sitting Volleyball,1,2021-09-04,Desktop,Direct traffic,IP000066208
