title,playcount,cuml hours spent,date,devices,traffic,content
Tokyo 2020: Table Tennis,1,0.0011111111,2021-08-30,Desktop,Search engines,PI000017099
Tokyo 2020: Today At The Paralympics E3,1,0.0222222222,2021-08-26,Desktop,Direct traffic,IH000403375
Tokyo 2020: Triathlon,1,0.0516666667,2021-08-27,Desktop,Search engines,PI000017080
Tokyo 2020: Wheelchair Basketball,1,0.5469444444,2021-09-03,Desktop,Search engines,PI000017123
Tokyo 2020: Paralympics Live,1,1.452777778,2021-08-25,Desktop,Search engines,IH000403360
Tokyo 2020: Paralympics Live,1,0.0083333333,2021-08-30,Undefined,-,IH000403365
Tokyo 2020: Today At The Paralympics,1,0,2021-08-30,Desktop,Direct traffic,IH000403379
Tokyo 2020: Swimming,1,0,2021-08-28,Smartphone,Direct traffic,PI000017085
Tokyo 2020: Cycling - Road,1,0.0061111111,2021-09-03,Smartphone,Search engines,PI000017122
Tokyo 2020: Sitting Volleyball,1,0.0094444444,2021-09-04,Desktop,Direct traffic,PI000017127
Tokyo 2020,1,0.0061111111,2021-08-28,Desktop,Search engines,PI000017087
Tokyo 2020: Today At The Paralympics,1,0.4172222222,2021-08-25,Desktop,Search engines,IH000403374
Tokyo 2020: Today At The Paralympics,1,0.0061111111,2021-09-01,Smartphone,Direct traffic,IH000403381
Tokyo 2020: Today At The Paralympics,1,2.575277778,2021-09-02,Smart TV,Direct traffic,IH000403382
Tokyo 2020: Goalball,1,0,2021-09-03,Desktop,Direct traffic,PI000017175
Tokyo 2020: Cycling - Track,1,0.0272222222,2021-08-25,Desktop,Direct traffic,PI000017065
Tokyo 2020: Equestrian,1,0.0005555556,2021-08-26,Desktop,Search engines,PI000017071
Tokyo 2020: Wheelchair Basketball,1,0.0133333333,2021-08-30,Desktop,Search engines,PI000017102
Tokyo 2020: Wheelchair Basketball,1,0.0833333333,2021-09-05,Smartphone,Direct traffic,PI000017136
Tokyo 2020: Paralympics Live,1,0.0097222222,2021-08-26,Tablet,Direct traffic,IH000403361
Tokyo 2020: Paralympics Live,1,0.1647222222,2021-09-02,Tablet,Direct traffic,IH000403368
Tokyo 2020: Swimming,1,0.2244444444,2021-08-29,Desktop,Direct traffic,PI000017088
Tokyo 2020: Table Tennis,1,0.3872222222,2021-08-27,Desktop,Direct traffic,PI000017078
Tokyo 2020: Athletics,1,0.6672222222,2021-08-27,Tablet,Direct traffic,PI000017074
Tokyo 2020: Athletics,1,0.9352777778,2021-08-28,Desktop,Search engines,PI000017085
Tokyo 2020: Paralympics Live,1,0.3833333333,2021-08-24,Smartphone,Search engines,IH000403359
Tokyo 2020: Paralympics Live,1,0,2021-08-24,Desktop,Search engines,IH000403359
Tokyo 2020: Paralympics Live,1,0.005,2021-08-27,Smartphone,Direct traffic,IH000403362
Tokyo 2020: Today At The Paralympics,1,1.858333333,2021-08-26,Desktop,Search engines,IH000403375
Tokyo 2020: Goalball,1,2.217222222,2021-08-28,Smartphone,Direct traffic,PI000017083
Tokyo 2020: Equestrian,1,0.0241666667,2021-08-28,Smartphone,Direct traffic,PI000017087
Tokyo 2020: Canoe,1,0.2497222222,2021-09-03,Smartphone,Direct traffic,PI000017123
Tokyo 2020: Today At The Paralympics,1,0.0055555556,2021-08-30,Desktop,Search engines,IH000403379
Tokyo 2020: Today At The Paralympics,1,1.366944444,2021-08-31,Desktop,Search engines,IH000403380
Tokyo 2020: Today At The Paralympics,1,0,2021-09-05,Tablet,Direct traffic,IH000403385
Tokyo 2020: Goalball,1,0.0055555556,2021-08-28,Desktop,Direct traffic,PI000017083
Tokyo 2020: Athletics,1,0.0011111111,2021-08-29,Desktop,Search engines,PI000017088
Tokyo 2020: Wheelchair Basketball,1,0,2021-08-31,Desktop,Direct traffic,PI000017102
Tokyo 2020: Today At The Paralympics,1,0.0008333333,2021-08-24,Smartphone,Direct traffic,IH000403373
Tokyo 2020: Today At The Paralympics,1,0.0102777778,2021-08-26,Desktop,Search engines,IH000403375
Tokyo 2020: Swimming,1,0.0316666667,2021-08-27,Desktop,Direct traffic,PI000017151
Tokyo 2020: Table Tennis,1,0.0005555556,2021-09-02,Desktop,Direct traffic,PI000017117
Tokyo 2020: Richael Timothy on her individual pursuit PB,1,0.0005555556,2021-08-25,Smartphone,Direct traffic,yoSSDXqHVhDn
Tokyo 2020: Cycling - Road,1,0.0286111111,2021-09-01,Smartphone,Search engines,PI000017110
Tokyo 2020: Canoe,1,0.0016666667,2021-09-02,Desktop,Search engines,PI000017161
Tokyo 2020,1,0.0111111111,2021-09-01,Desktop,Search engines,PI000017113
Tokyo 2020,1,0.0011111111,2021-09-02,Desktop,Direct traffic,PI000017119
Tokyo 2020: Swimming,1,0,2021-08-24,Desktop,Search engines,PI000017060
Tokyo 2020: Cycling,1,0.0344444444,2021-08-26,Desktop,Direct traffic,PI000017070
Tokyo 2020,1,0.0025,2021-09-02,Desktop,Direct traffic,PI000017108
Tokyo 2020: Today At The Paralympics,1,0,2021-08-31,Desktop,Search engines,IH000403380
Tokyo 2020: Today At The Paralympics,1,0,2021-09-02,Desktop,Search engines,IH000403382
Tokyo 2020: Swimming,1,0.0058333333,2021-09-03,Desktop,Direct traffic,PI000017120
Tokyo 2020: Table Tennis,1,0.0044444444,2021-08-24,Desktop,Direct traffic,PI000017062
Tokyo 2020: Athletics,1,0.0055555556,2021-09-04,Desktop,Search engines,PI000017127
Tokyo 2020: Wheelchair Basketball,1,0.0386111111,2021-09-01,Desktop,Direct traffic,PI000017113
Tokyo 2020: Swimming Finals,1,0.0055555556,2021-08-31,Desktop,Search engines,PI000017158
Tokyo 2020: Paralympics Live,1,0,2021-09-01,Smartphone,Direct traffic,IH000403367
Tokyo 2020: Today At The Paralympics,1,0.0016666667,2021-08-30,Tablet,Direct traffic,IH000403379
Tokyo 2020: Swimming,1,0.0055555556,2021-08-29,Smartphone,Direct traffic,PI000017095
Tokyo 2020: Equestrian,1,0.0161111111,2021-08-26,Smartphone,Direct traffic,PI000017071
Tokyo 2020,1,0.0008333333,2021-09-04,Desktop,Search engines,PI000017127
Tokyo 2020: Swimming,1,0.0011111111,2021-08-27,Desktop,Search engines,PI000017078
Tokyo 2020: Goalball,1,0.0083333333,2021-09-03,Desktop,Search engines,PI000017175
Tokyo 2020: Wheelchair Basketball,1,2.610555556,2021-09-03,Desktop,Direct traffic,PI000017123
Tokyo 2020: Today At The Paralympics,1,0.01,2021-08-27,Tablet,Direct traffic,IH000403376
Tokyo 2020: Today At The Paralympics,1,0.0052777778,2021-08-27,Desktop,Search engines,IH000403376
Tokyo 2020: Table Tennis,1,0.0008333333,2021-08-27,Smartphone,Direct traffic,PI000017078
Tokyo 2020: Wheelchair Basketball,1,0.0027777778,2021-08-28,Desktop,Direct traffic,PI000017081
Tokyo 2020: Paralympics Live,1,1.417222222,2021-09-01,Smartphone,Search engines,IH000403367
Tokyo 2020: Today At The Paralympics,1,0.0216666667,2021-08-28,Desktop,Search engines,IH000403377
Tokyo 2020: Today At The Paralympics,1,0.0019444444,2021-09-03,Desktop,Search engines,IH000403383
Tokyo 2020,1,0.0013888889,2021-09-03,Desktop,Direct traffic,PI000017122
Tokyo 2020: Closing Ceremony,1,0.0005555556,2021-09-04,Smartphone,Direct traffic,PI000017179
Tokyo 2020: Today At The Paralympics,1,0.0016666667,2021-09-05,Smartphone,Direct traffic,IH000403385
Tokyo 2020: Swimming,1,0.0852777778,2021-09-03,Desktop,Search engines,PI000017120
Tokyo 2020: Table Tennis,1,0,2021-08-25,Smartphone,Direct traffic,PI000017068
Tokyo 2020: Table Tennis,1,0.0019444444,2021-08-30,Smartphone,Direct traffic,PI000017099
Tokyo 2020: Wheelchair Basketball,1,0.0011111111,2021-09-01,Desktop,Search engines,PI000017113
Tokyo 2020: Canoe,1,0.0194444444,2021-09-03,Desktop,Direct traffic,PI000017123
Tokyo 2020: Paralympics Live,1,0.0786111111,2021-08-25,Desktop,Direct traffic,IH000403360
Tokyo 2020: Paralympics Live,23,16.51777778,2021-09-03,Desktop,Direct traffic,IH000403369
Tokyo 2020: Today At The Paralympics,23,11.09944444,2021-09-02,Tablet,Direct traffic,IH000403382
Tokyo 2020: Swimming,23,4.840277778,2021-08-28,Desktop,Direct traffic,PI000017085
Tokyo 2020: Swimming,23,8.660555556,2021-09-01,Tablet,Direct traffic,PI000017114
Tokyo 2020: Table Tennis,23,7.026944444,2021-08-25,Desktop,Direct traffic,PI000017068
Tokyo 2020: Nicole Turner speaks to RTÉ Sport,23,18.32583333,2021-08-25,Smartphone,Direct traffic,7nnyfoU88Lp_
Tokyo 2020: Athletics,23,0.2311111111,2021-09-01,Desktop,Direct traffic,PI000017159
Tokyo 2020: Athletics,23,1.371111111,2021-09-04,Undefined,-,PI000017179
Tokyo 2020: Wheelchair Basketball,23,0.3080555556,2021-09-03,Smartphone,Direct traffic,PI000017123
Tokyo 2020,22,0.5355555556,2021-09-04,Smartphone,Direct traffic,PI000017179
Tokyo 2020: Paralympics Live,22,40.23083333,2021-08-24,Undefined,-,IH000403359
Tokyo 2020: Paralympics Live,22,10.15972222,2021-09-02,Smartphone,Search engines,IH000403368
Tokyo 2020: Today At The Paralympics,22,4.059166667,2021-08-30,Undefined,-,IH000403379
Tokyo 2020: Today At The Paralympics,22,14.32527778,2021-09-05,Desktop,Direct traffic,IH000403385
Tokyo 2020: Table Tennis,22,41.56638889,2021-08-26,Tablet,Direct traffic,PI000017071
Tokyo 2020: Table Tennis,22,16.05138889,2021-08-31,Smartphone,Direct traffic,PI000017105
Tokyo 2020: Table Tennis,22,10.63277778,2021-09-02,Desktop,Search engines,PI000017117
Tokyo 2020: Goalball,22,7.805833333,2021-08-28,Desktop,Direct traffic,PI000017085
Tokyo 2020: Athletics,22,4.128333333,2021-09-01,Smartphone,Search engines,PI000017114
Tokyo 2020: Athletics,22,3.640555556,2021-09-01,Tablet,Direct traffic,PI000017110
Tokyo 2020: Athletics,22,25.71472222,2021-09-04,Smartphone,Direct traffic,PI000017178
Tokyo 2020: Wheelchair Basketball,22,0.2311111111,2021-08-30,Smartphone,Direct traffic,PI000017102
Tokyo 2020: Wheelchair Basketball,22,1.541666667,2021-09-05,Tablet,Direct traffic,PI000017136
Tokyo 2020: Cycling - Road,22,1.0975,2021-08-30,Undefined,-,PI000017098
Tokyo 2020: Paralympics Live,21,15.9175,2021-08-29,Desktop,Search engines,IH000403364
Tokyo 2020: Paralympics Live,21,31.03444444,2021-08-30,Desktop,Direct traffic,IH000403365
Tokyo 2020: Paralympics Live,21,24.74333333,2021-09-04,Desktop,Search engines,IH000403370
Tokyo 2020: Today At The Paralympics,21,30.52277778,2021-08-26,Smartphone,Search engines,IH000403375
Tokyo 2020: Swimming,21,1.247222222,2021-08-25,Desktop,Search engines,PI000017064
Tokyo 2020: Equestrian,21,13.0075,2021-08-26,Smartphone,Search engines,PI000017072
Tokyo 2020: Athletics,21,4.165833333,2021-08-29,Tablet,Direct traffic,PI000017088
Tokyo 2020: Athletics,21,13.40611111,2021-08-30,Smartphone,Direct traffic,PI000017157
Tokyo 2020: Wheelchair Basketball,21,2.151388889,2021-08-31,Desktop,Search engines,PI000017102
Tokyo 2020: Wheelchair Basketball,21,19.42111111,2021-09-05,Desktop,Search engines,PI000017136
Tokyo 2020: Highlights,21,29.96083333,2021-09-04,Smartphone,Direct traffic,PI000017127
Tokyo 2020: Paralympics Live E7,21,16.23638889,2021-08-30,Desktop,Direct traffic,IH000403365
Tokyo 2020: Today At The Paralympics E10,21,59.35472222,2021-09-02,Desktop,Direct traffic,IH000403382
Tokyo 2020: Today At The Paralympics E12,21,0.9291666667,2021-09-04,Smartphone,Direct traffic,IH000403384
Tokyo 2020: Paralympics Live,20,23.30555556,2021-08-26,Undefined,-,IH000403361
Tokyo 2020: Paralympics Live,20,0.7911111111,2021-08-27,Desktop,Search engines,IH000403362
Tokyo 2020: Paralympics Live,20,22.05138889,2021-09-02,Desktop,Direct traffic,IH000403368
Tokyo 2020: Today At The Paralympics,20,23.53555556,2021-08-26,Smartphone,Search engines,IH000403375
Tokyo 2020: Today At The Paralympics,20,0.6388888889,2021-09-04,Smartphone,Search engines,IH000403384
Tokyo 2020: Swimming,20,28.25027778,2021-08-28,Desktop,Search engines,PI000017085
Tokyo 2020: Table Tennis,20,25.74944444,2021-09-02,Smartphone,Direct traffic,PI000017108
Tokyo 2020: Cycling,20,22.84361111,2021-08-28,Smartphone,Search engines,PI000017083
Tokyo 2020: Wheelchair Rugby,20,10.72666667,2021-08-29,Desktop,Search engines,PI000017088
Tokyo 2020: Wheelchair Rugby,20,0.2205555556,2021-08-29,Desktop,Search engines,PI000017092
Tokyo 2020: Shooting,20,0.3819444444,2021-09-03,Desktop,Direct traffic,PI000017120
Tokyo 2020: Paralympics Live E10,20,0.0319444444,2021-09-02,Desktop,Direct traffic,IH000403368
Tokyo 2020: Canoe Sprint,20,4.630833333,2021-09-03,Tablet,Direct traffic,PI000017125
Tokyo 2020,19,0.1327777778,2021-08-30,Desktop,Search engines,PI000017102
Tokyo 2020: Paralympics Live,19,5.291666667,2021-08-24,Smartphone,Search engines,IH000403359
Tokyo 2020: Paralympics Live,19,0.3863888889,2021-08-27,Tablet,Direct traffic,IH000403362
Tokyo 2020: Paralympics Live,19,0.0247222222,2021-08-31,Smartphone,Direct traffic,IH000403366
Tokyo 2020: Paralympics Live,19,0.5022222222,2021-09-05,Smartphone,Direct traffic,IH000403371
Tokyo 2020: Today At The Paralympics,19,0.0630555556,2021-08-26,Undefined,-,IH000403375
Tokyo 2020: Swimming,19,1.673888889,2021-09-02,Smartphone,Direct traffic,PI000017117
Tokyo 2020: Table Tennis,19,0.0311111111,2021-08-24,Desktop,Search engines,PI000017062
Tokyo 2020: Table Tennis,19,0.0280555556,2021-09-01,Smartphone,Direct traffic,PI000017111
Tokyo 2020: Goalball,19,0.2416666667,2021-08-28,Smartphone,Direct traffic,PI000017085
Tokyo 2020: Cycling,19,0.0513888889,2021-08-28,Undefined,-,PI000017083
Tokyo 2020: Athletics,19,0.0497222222,2021-09-03,Tablet,Direct traffic,PI000017122
Tokyo 2020: Boccia,19,0.2883333333,2021-08-30,Desktop,Search engines,PI000017100
Tokyo 2020: Today At The Paralympics E13,19,3.696666667,2021-09-05,Desktop,Search engines,IH000403385
Tokyo 2020,18,7.185555556,2021-09-01,Smartphone,Direct traffic,PI000017113
Tokyo 2020: Paralympics Live,18,0.0211111111,2021-08-28,Tablet,Direct traffic,IH000403363
Tokyo 2020: Paralympics Live,18,0.7680555556,2021-09-01,Desktop,Search engines,IH000403367
Tokyo 2020: Paralympics Live E1,18,0.8472222222,2021-08-24,Desktop,Direct traffic,IH000403359
Tokyo 2020: Paralympics Live E1,18,0.0052777778,2021-08-24,Desktop,Search engines,IH000403359
Tokyo 2020: Today At The Paralympics,18,0.0547222222,2021-08-24,Smartphone,Search engines,IH000403373
Tokyo 2020: Today At The Paralympics,18,0.3611111111,2021-09-02,Smartphone,Search engines,IH000403382
Tokyo 2020: Today At The Paralympics,18,1.271388889,2021-09-04,Undefined,-,IH000403384
Tokyo 2020: Swimming,18,0.0286111111,2021-08-24,Smartphone,Search engines,PI000017060
Tokyo 2020: Swimming,18,0.0044444444,2021-08-26,Tablet,Direct traffic,PI000017078
Tokyo 2020: Swimming,18,0.0583333333,2021-08-27,Smartphone,Search engines,PI000017151
Tokyo 2020: Table Tennis,18,0.0233333333,2021-08-25,Tablet,Direct traffic,PI000017068
Tokyo 2020: Goalball,18,0.0086111111,2021-08-28,Tablet,Direct traffic,PI000017083
Tokyo 2020: Equestrian,18,0.0088888889,2021-08-27,Tablet,Direct traffic,PI000017080
Tokyo 2020: Athletics,18,0.015,2021-09-04,Desktop,Search engines,PI000017178
Tokyo 2020: Wheelchair Basketball,18,0.0272222222,2021-08-28,Tablet,Direct traffic,PI000017081
Tokyo 2020: Today At The Paralympics E5,18,0.8397222222,2021-08-28,Desktop,Direct traffic,IH000403377
Tokyo 2020: Sitting Volleyball,18,0.0305555556,2021-08-31,Smartphone,Direct traffic,PI000017158
Tokyo 2020: Shooting,18,0.0711111111,2021-09-02,Smartphone,Direct traffic,PI000017108
Tokyo 2020: Badminton,18,0.0036111111,2021-09-04,Smartphone,Direct traffic,PI000017134
Tokyo 2020,17,0.0055555556,2021-08-31,Tablet,Direct traffic,PI000017107
Tokyo 2020,17,0.0672222222,2021-09-02,Tablet,Direct traffic,PI000017108
Tokyo 2020: Paralympics Live,17,0.2244444444,2021-08-31,Smartphone,Search engines,IH000403366
Tokyo 2020: Paralympics Live,17,0.2386111111,2021-09-01,Tablet,Direct traffic,IH000403367
Tokyo 2020: Paralympics Live,17,1.273888889,2021-09-05,Desktop,Direct traffic,IH000403371
Tokyo 2020: Swimming,17,0.2272222222,2021-08-28,Tablet,Direct traffic,PI000017085
Tokyo 2020: Swimming,17,0.0005555556,2021-09-03,Tablet,Direct traffic,PI000017120
Tokyo 2020: Table Tennis,17,0.0086111111,2021-08-25,Desktop,Search engines,PI000017067
Tokyo 2020: Table Tennis,17,0,2021-09-02,Smartphone,Direct traffic,PI000017117
Tokyo 2020: Today At The Paralympics E2,17,0.0113888889,2021-08-25,Desktop,Direct traffic,IH000403374
Tokyo 2020: Cycling,17,1.944166667,2021-08-27,Undefined,-,PI000017076
Tokyo 2020: Athletics,17,3.408055556,2021-08-31,Smartphone,Direct traffic,PI000017158
Tokyo 2020: Athletics,17,0.0133333333,2021-09-01,Tablet,Direct traffic,PI000017114
Tokyo 2020: Shooting,17,0.9366666667,2021-09-02,Desktop,Search engines,PI000017108
Tokyo 2020: Today At The Paralympics E12,17,0.4536111111,2021-09-04,Smartphone,Search engines,IH000403384
Tokyo 2020: Paralympics Live,16,0.0997222222,2021-08-30,Tablet,Direct traffic,IH000403365
Tokyo 2020: Paralympics Live,16,0.0583333333,2021-09-04,Smartphone,Search engines,IH000403370
Tokyo 2020: Paralympics Live,16,0.4838888889,2021-09-04,Desktop,Direct traffic,IH000403370
Tokyo 2020: Today At The Paralympics,16,0.1255555556,2021-09-04,Desktop,Direct traffic,AQ000244380
Tokyo 2020: Today At The Paralympics,16,0.0044444444,2021-09-05,Desktop,Search engines,IH000403385
Tokyo 2020: Goalball,16,0.0002777778,2021-08-27,Tablet,Direct traffic,PI000017076
Tokyo 2020: Triathlon,16,0.0013888889,2021-08-27,Smartphone,Search engines,PI000017080
Tokyo 2020: Wheelchair Rugby,16,0.0005555556,2021-08-29,Tablet,Direct traffic,PI000017088
Tokyo 2020: Highlights,16,0.0277777778,2021-08-29,Smartphone,Direct traffic,PI000017095
Tokyo 2020: Cycling - Road,16,0.0013888889,2021-09-02,Tablet,Direct traffic,PI000017116
Tokyo 2020: Today At The Paralympics E9,16,0.0241666667,2021-09-01,Undefined,-,IH000403381
Tokyo 2020: Paralympics Live,15,0.0183333333,2021-08-26,Smartphone,Search engines,IH000403361
Tokyo 2020: Paralympics Live,15,0.0075,2021-08-30,Undefined,-,IH000403365
Tokyo 2020: Paralympics Live,15,0.0002777778,2021-08-31,Tablet,Direct traffic,IH000403366
Tokyo 2020: Paralympics Live,15,0.0055555556,2021-09-03,Desktop,Search engines,IH000403369
Tokyo 2020: Today At The Paralympics,15,0,2021-08-27,Undefined,-,IH000403376
Tokyo 2020: Today At The Paralympics,15,0,2021-08-29,Undefined,-,IH000403378
Tokyo 2020: Swimming,15,0.0166666667,2021-08-25,Desktop,Search engines,PI000017060
Tokyo 2020: Table Tennis,15,0.0255555556,2021-08-24,Smartphone,Search engines,PI000017062
Tokyo 2020: Equestrian,15,0.1588888889,2021-08-28,Desktop,Search engines,PI000017087
Tokyo 2020: Athletics,15,0.0211111111,2021-08-28,Smartphone,Search engines,PI000017085
Tokyo 2020: Athletics,15,0,2021-09-02,Desktop,Direct traffic,PI000017108
Tokyo 2020: Athletics,15,0.0013888889,2021-09-02,Desktop,Search engines,PI000017108
Tokyo 2020: Sitting Volleyball,15,0.0008333333,2021-08-31,Desktop,Search engines,PI000017158
Tokyo 2020: Sitting Volleyball,15,0.0011111111,2021-09-04,Tablet,Direct traffic,PI000017127
Tokyo 2020: Paralympics Live E8,15,0.0652777778,2021-08-31,Desktop,Direct traffic,IH000403366
Tokyo 2020: Shooting,15,0.0058333333,2021-09-03,Desktop,Search engines,PI000017120
Tokyo 2020: Canoe Sprint,15,0.0180555556,2021-09-03,Desktop,Search engines,PI000017125
Tokyo 2020,14,0.7508333333,2021-08-31,Smartphone,Search engines,PI000017107
Tokyo 2020,14,0,2021-09-01,Desktop,Search engines,PI000017113
Tokyo 2020: Paralympics Live,14,0.0011111111,2021-08-25,Smartphone,Search engines,IH000403360
Tokyo 2020: Paralympics Live,14,0.0222222222,2021-09-01,Undefined,-,IH000403367
Tokyo 2020: Paralympics Live,14,0.0516666667,2021-09-03,Undefined,-,IH000403369
Tokyo 2020: Today At The Paralympics,14,0.5469444444,2021-08-29,Undefined,-,IH000403378
Tokyo 2020: Table Tennis,14,1.452777778,2021-08-25,Desktop,Search engines,PI000017062
Tokyo 2020: Goalball,14,0.0083333333,2021-09-01,Desktop,Search engines,PI000017114
Tokyo 2020: Goalball,14,0,2021-09-03,Smartphone,Direct traffic,PI000017175
Tokyo 2020: Athletics,14,0,2021-08-30,Tablet,Direct traffic,PI000017157
Tokyo 2020: Athletics,14,0.0061111111,2021-09-02,Desktop,Search engines,PI000017116
Tokyo 2020: Triathlon,14,0.0094444444,2021-08-27,Desktop,Direct traffic,PI000017152
Tokyo 2020: Highlights,14,0.0061111111,2021-08-29,Desktop,Direct traffic,PI000017095
Tokyo 2020: Today At The Paralympics E6,14,0.4172222222,2021-08-29,Desktop,Search engines,IH000403378
Tokyo 2020: Today At The Paralympics E11,14,0.0061111111,2021-09-03,Desktop,Direct traffic,IH000403383
Tokyo 2020: Today At The Paralympics E12,14,2.575277778,2021-09-04,Undefined,-,IH000403384
Tokyo 2020,13,0,2021-09-01,Tablet,Direct traffic,PI000017114
Tokyo 2020: Paralympics Live,13,0.0272222222,2021-08-25,Undefined,-,IH000403360
Tokyo 2020: Paralympics Live,13,0.0005555556,2021-09-05,Smartphone,Search engines,IH000403371
Tokyo 2020: Paralympics Live,13,0.0133333333,2021-09-05,Desktop,Search engines,IH000403371
Tokyo 2020: Today At The Paralympics,13,0.0833333333,,Smart TV,Direct traffic,-
Tokyo 2020: Swimming,13,0.0097222222,2021-08-30,Desktop,Search engines,PI000017102
Tokyo 2020: Table Tennis,13,0.1647222222,2021-08-30,Tablet,Direct traffic,PI000017099
Tokyo 2020: Goalball,13,0.2244444444,2021-09-01,Smartphone,Direct traffic,PI000017114
Tokyo 2020: Goalball,13,0.3872222222,2021-09-03,Tablet,Direct traffic,PI000017175
Tokyo 2020: Athletics,13,0.6672222222,2021-08-30,Tablet,Direct traffic,PI000017098
Tokyo 2020: Wheelchair Basketball,13,0.9352777778,2021-08-28,Desktop,Search engines,PI000017081
Tokyo 2020: Wheelchair Basketball,13,0.3833333333,2021-08-30,Desktop,Direct traffic,PI000017099
Tokyo 2020: Football 5-a-side,13,0,2021-08-28,Tablet,Direct traffic,PI000017085
Tokyo 2020: Today At The Paralympics E7,13,0.005,2021-08-30,Desktop,Direct traffic,IH000403379
Tokyo 2020: Swimming Finals,13,1.858333333,2021-08-31,Tablet,Direct traffic,PI000017158
Tokyo 2020,12,2.217222222,2021-09-04,Desktop,Direct traffic,PI000017130
Tokyo 2020: Paralympics Live,12,0.0241666667,2021-08-29,Tablet,Search engines,IH000403364
Tokyo 2020: Paralympics Live,12,0.2497222222,2021-09-05,Tablet,Direct traffic,IH000403371
Tokyo 2020: Today At The Paralympics,12,0.0055555556,2021-08-27,Smartphone,Search engines,IH000403376
Tokyo 2020: Today At The Paralympics,12,1.366944444,2021-08-28,Undefined,-,IH000403377
Tokyo 2020: Today At The Paralympics,12,0,2021-08-29,Smartphone,Search engines,IH000403378
Tokyo 2020: Today At The Paralympics,12,0.0055555556,2021-09-05,Tablet,Direct traffic,IH000403385
Tokyo 2020: Today At The Paralympics,12,0.0011111111,2021-09-05,Desktop,Search engines,IH000403385
Tokyo 2020: Today At The Paralympics E1,12,0,2021-08-24,Desktop,Direct traffic,IH000403373
Tokyo 2020: Swimming,12,0.0008333333,2021-08-30,Smartphone,Direct traffic,PI000017102
Tokyo 2020: Swimming,12,0.0102777778,2021-08-30,Desktop,Direct traffic,PI000017157
Tokyo 2020: Equestrian,12,0.0316666667,2021-08-27,Smartphone,Search engines,PI000017080
Tokyo 2020: Equestrian,12,0.0005555556,2021-08-28,Tablet,Direct traffic,PI000017087
Tokyo 2020: Athletics,12,0.0005555556,2021-08-28,Undefined,-,PI000017085
Tokyo 2020: Athletics,12,0.0286111111,2021-08-29,Undefined,-,PI000017088
Tokyo 2020: Athletics,12,0.0016666667,2021-08-31,Desktop,Search engines,PI000017158
Tokyo 2020: Athletics,12,0.0111111111,2021-09-02,Smartphone,Direct traffic,PI000017108
Tokyo 2020: Today At The Paralympics E4,12,0.0011111111,2021-08-27,Desktop,Direct traffic,IH000403376
Tokyo 2020: Triathlon,12,0,2021-08-27,Smartphone,Direct traffic,PI000017152
Tokyo 2020: Wheelchair Basketball,12,0.0344444444,2021-08-31,Smartphone,Direct traffic,PI000017102
Tokyo 2020: Wheelchair Basketball,12,0.0025,2021-08-31,Desktop,Search engines,PI000017107
Tokyo 2020: Highlights,12,0,2021-08-31,Desktop,Search engines,PI000017158
Tokyo 2020: Boccia,12,0,2021-08-30,Tablet,Direct traffic,PI000017100
Tokyo 2020: Today At The Paralympics E8,12,0.0058333333,2021-08-31,Desktop,Search engines,IH000403380
Tokyo 2020: Canoe,12,0.0044444444,2021-09-02,Smartphone,Search engines,PI000017161
Tokyo 2020,11,0.0055555556,2021-09-02,Tablet,Direct traffic,PI000017119
Tokyo 2020: Paralympics Live,11,0.0386111111,2021-09-02,Tablet,Direct traffic,IH000403368
Tokyo 2020: Paralympics Live,11,0.0055555556,2021-09-02,Desktop,Search engines,IH000403368
Tokyo 2020: Today At The Paralympics,11,0,2021-08-31,Smartphone,Search engines,IH000403380
Tokyo 2020: Swimming,11,0.0016666667,2021-08-27,Smartphone,Search engines,PI000017078
Tokyo 2020: Swimming,11,0.0055555556,2021-08-29,Tablet,Direct traffic,PI000017095
Tokyo 2020: Table Tennis,11,0.0161111111,2021-08-26,Smartphone,Search engines,PI000017078
Tokyo 2020: Goalball,11,0.0008333333,2021-09-03,Smartphone,Direct traffic,PI000017123
Tokyo 2020: Goalball,11,0.0011111111,2021-09-03,Desktop,Search engines,PI000017123
Tokyo 2020: Equestrian,11,0.0083333333,2021-08-26,Tablet,Direct traffic,PI000017071
Tokyo 2020: Athletics,11,2.610555556,2021-08-29,Desktop,Search engines,PI000017095
Tokyo 2020: Athletics,11,0.01,2021-08-30,Undefined,-,PI000017095
Tokyo 2020: Athletics,11,0.0052777778,2021-09-03,Tablet,Direct traffic,PI000017120
Tokyo 2020: Judo,11,0.0008333333,2021-08-27,Smartphone,Direct traffic,PI000017074
Tokyo 2020: Paralympics Live E4,11,0.0027777778,2021-08-27,Desktop,Direct traffic,IH000403362
Tokyo 2020: Triathlon,11,1.417222222,2021-08-27,Undefined,-,PI000017080
Tokyo 2020: Today At The Paralympics E5,11,0.0216666667,2021-08-28,Smartphone,Direct traffic,IH000403377
Tokyo 2020: Highlights,11,0.0019444444,2021-09-04,Smartphone,Direct traffic,PI000017179
Tokyo 2020: Highlights,11,0.0013888889,2021-09-04,Desktop,Search engines,PI000017127
Tokyo 2020: Badminton,11,0.0005555556,2021-09-04,Desktop,Direct traffic,PI000017134
Tokyo 2020,10,0.0016666667,2021-08-28,Undefined,-,PI000017087
Tokyo 2020: Paralympics Live,10,0.0852777778,2021-08-24,Tablet,Search engines,IH000403359
